descripcion,año,grupo_etario,sexo,cantidad
Enfermedades infecciosas y parasitarias ,2018,15-34,M,357.0
Enfermedades del aparato respiratorio,2005,15-34,M,389.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2017,15-34,F,165.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2015,15-34,M,263.0
Accidentes y causas externas,2007,15-34,F,1139.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,15-34,F,158.0
Enfermedades del aparato respiratorio,2017,15-34,M,505.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2022,15-34,F,207.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2018,15-34,M,250.0
Enfermedades del aparato respiratorio,2006,15-34,F,273.0
Enfermedades del sistema genitourinario ,2021,15-34,M,90.0
Tumores ,2021,15-34,F,721.0
"Embarazo, parto y puerperio ",2012,15-34,F,207.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2018,15-34,M,37.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2014,15-34,M,257.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2020,15-34,F,98.0
Enfermedades del aparato digestivo,2016,15-34,M,203.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2012,15-34,F,60.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,15-34,F,138.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2005,15-34,F,188.0
Enfermedades del aparato circulatorio,2021,15-34,M,580.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2022,15-34,F,179.0
"Embarazo, parto y puerperio ",2020,15-34,F,161.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,15-34,F,163.0
Enfermedades del aparato respiratorio,2013,15-34,M,492.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2008,15-34,M,422.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2015,15-34,M,25.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2016,15-34,M,23.0
Enfermedades infecciosas y parasitarias ,2009,15-34,F,272.0
Enfermedades infecciosas y parasitarias ,2010,15-34,M,432.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2009,15-34,M,21.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2019,15-34,F,145.0
Enfermedades de la piel y del tejido subcutáneo ,2011,15-34,M,16.0
Enfermedades del sistema genitourinario ,2008,15-34,F,66.0
Trastornos mentales,2021,15-34,F,2.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2006,15-34,M,329.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2020,15-34,F,44.0
Accidentes y causas externas,2011,15-34,,5.0
Enfermedades del sistema genitourinario ,2006,15-34,F,62.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2014,15-34,M,30.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,15-34,,2.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,15-34,,3.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2014,0-14,F,52.0
Enfermedades del aparato digestivo,2006,0-14,M,50.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2020,0-14,F,15.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2009,0-14,F,15.0
Accidentes y causas externas,2016,0-14,,1.0
Enfermedades del sistema genitourinario ,2014,0-14,F,20.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2015,0-14,,1.0
Enfermedades de la piel y del tejido subcutáneo ,2008,0-14,F,5.0
Enfermedades de la piel y del tejido subcutáneo ,2016,0-14,M,6.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2009,0-14,M,7.0
Enfermedades del sistema genitourinario ,2020,0-14,M,19.0
Enfermedades del aparato digestivo,2021,0-14,F,26.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2012,0-14,,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2016,0-14,M,7.0
Enfermedades infecciosas y parasitarias ,2012,0-14,,1.0
Afecciones originadas en el periodo perinatal ,2006,0-14,,1.0
Trastornos mentales,2019,0-14,M,2.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2016,0-14,F,13.0
Trastornos mentales,2017,0-14,M,3.0
Tumores ,2009,0-14,,1.0
Trastornos mentales,2013,0-14,M,1.0
Enfermedades de la piel y del tejido subcutáneo ,2009,0-14,M,3.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2013,0-14,,1.0
Enfermedades del aparato respiratorio,2015,0-14,,2.0
Enfermedades del aparato respiratorio,2010,0-14,,1.0
"Embarazo, parto y puerperio ",2014,0-14,F,2.0
Trastornos mentales,2022,0-14,M,1.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2009,0-14,,2.0
"Embarazo, parto y puerperio ",2010,0-14,F,3.0
Trastornos mentales,2012,0-14,F,1.0
Enfermedades infecciosas y parasitarias ,2020,0-14,,2.0
Trastornos mentales,2020,0-14,F,2.0
Enfermedades del aparato digestivo,2009,0-14,,1.0
Tumores ,2016,0-14,,1.0
"Embarazo, parto y puerperio ",2015,0-14,F,4.0
"Embarazo, parto y puerperio ",2018,0-14,F,1.0
Enfermedades del aparato respiratorio,2018,0-14,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2006,15-34,F,19.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2008,15-34,F,23.0
Enfermedades de la piel y del tejido subcutáneo ,2008,15-34,F,11.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2005,15-34,,2.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2012,15-34,F,89.0
Enfermedades de la piel y del tejido subcutáneo ,2006,15-34,F,12.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,15-34,,1.0
Enfermedades de la piel y del tejido subcutáneo ,2007,15-34,M,6.0
Trastornos mentales,2021,15-34,M,7.0
Tumores ,2020,15-34,,3.0
Enfermedades del aparato respiratorio,2016,15-34,,5.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2009,15-34,,1.0
Tumores ,2012,15-34,,1.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2005,15-34,,2.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2013,15-34,,1.0
COVID-19,2020,15-34,,4.0
Accidentes y causas externas,2007,15-34,,3.0
Enfermedades infecciosas y parasitarias ,2021,15-34,,7.0
Enfermedades del aparato respiratorio,2009,15-34,,1.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2021,35-54,,7.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2011,55-74,,2.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2008,35-54,,2.0
Trastornos mentales,2006,55-74,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2017,55-74,,1.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2020,,M,36.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2016,,M,82.0
Enfermedades del aparato circulatorio,2020,,,85.0
Enfermedades del aparato respiratorio,2017,,M,199.0
Enfermedades del aparato circulatorio,2021,,F,134.0
Enfermedades del aparato digestivo,2016,,M,73.0
Enfermedades del aparato respiratorio,2008,,,22.0
Tumores ,2020,,M,155.0
Enfermedades del aparato respiratorio,2005,,M,39.0
Enfermedades infecciosas y parasitarias ,2020,,F,34.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2014,,,16.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2015,,,25.0
Accidentes y causas externas,2021,,M,212.0
Enfermedades del sistema genitourinario ,2018,,F,30.0
Enfermedades del sistema genitourinario ,2014,,F,6.0
Enfermedades infecciosas y parasitarias ,2021,,M,48.0
Enfermedades del sistema genitourinario ,2015,,F,20.0
Enfermedades del aparato digestivo,2009,,M,41.0
Enfermedades del aparato circulatorio,2012,,,43.0
Enfermedades del aparato digestivo,2018,,F,31.0
Enfermedades del sistema genitourinario ,2011,,M,6.0
Enfermedades del sistema genitourinario ,2010,,F,9.0
Accidentes y causas externas,2007,,F,15.0
Enfermedades del aparato respiratorio,2019,,M,212.0
Enfermedades infecciosas y parasitarias ,2021,,,9.0
Tumores ,2012,,M,51.0
Enfermedades del aparato digestivo,2015,,F,24.0
Enfermedades del aparato respiratorio,2013,,M,38.0
Tumores ,2016,,F,105.0
Enfermedades del aparato digestivo,2014,,F,7.0
Enfermedades del aparato respiratorio,2022,,M,82.0
Tumores ,2009,,,21.0
COVID-19,2020,,F,223.0
Enfermedades de la piel y del tejido subcutáneo ,2019,,F,18.0
Tumores ,2009,,F,70.0
Enfermedades infecciosas y parasitarias ,2012,,F,9.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2018,,,9.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2011,,F,13.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2015,,M,7.0
Accidentes y causas externas,2011,,F,20.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2009,,M,98.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2018,,M,2.0
Trastornos mentales,2007,,M,10.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2007,,F,15.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2021,,M,5.0
"Embarazo, parto y puerperio ",2010,,F,2.0
Enfermedades de la piel y del tejido subcutáneo ,2017,,F,7.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2019,,F,3.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2008,,F,2.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2011,,,2.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2006,,F,1.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2010,,,19.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2017,,F,3.0
Enfermedades de la piel y del tejido subcutáneo ,2022,,F,2.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2007,,,1.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2012,,M,8.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2018,,F,1.0
Enfermedades de la piel y del tejido subcutáneo ,2020,,M,10.0
Enfermedades del aparato digestivo,2010,,F,6.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2010,,M,1.0
Enfermedades del sistema genitourinario ,2007,,M,6.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2020,,,6.0
Trastornos mentales,2021,,F,2.0
Tumores ,2016,,,2.0
Trastornos mentales,2011,,M,5.0
Enfermedades del aparato respiratorio,2006,,,1.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2005,75+,,4.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2016,75+,,1.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2005,75+,,1.0
Enfermedades del aparato digestivo,2006,75+,,2.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2022,75+,,2.0
Enfermedades de la piel y del tejido subcutáneo ,2006,75+,,1.0
Accidentes y causas externas,2007,75+,,2.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2017,75+,,1.0
Enfermedades del aparato respiratorio,2021,75+,,1.0
Enfermedades del aparato digestivo,2008,75+,,1.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2010,,F,1.0
Enfermedades del sistema genitourinario ,2009,,,1.0
Trastornos mentales,2021,,,1.0
Accidentes y causas externas,2020,55-74,F,635.0
Accidentes y causas externas,2008,55-74,M,2864.0
Enfermedades del aparato respiratorio,2020,55-74,F,5847.0
Enfermedades del aparato respiratorio,2012,55-74,F,4767.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2008,55-74,F,1745.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2006,55-74,F,1969.0
Enfermedades del aparato digestivo,2016,55-74,F,2152.0
COVID-19,2020,55-74,,117.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2016,55-74,M,681.0
Enfermedades del aparato digestivo,2012,55-74,M,3994.0
Enfermedades del aparato circulatorio,2015,55-74,F,9917.0
Tumores ,2008,55-74,M,15762.0
Accidentes y causas externas,2012,55-74,F,926.0
Enfermedades del sistema genitourinario ,2009,55-74,M,1480.0
Enfermedades del aparato circulatorio,2018,55-74,F,10231.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2009,55-74,M,4904.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,55-74,F,2668.0
Enfermedades del sistema genitourinario ,2016,55-74,F,1575.0
Enfermedades del aparato circulatorio,2008,55-74,M,17783.0
Enfermedades del aparato circulatorio,2006,55-74,M,18049.0
Enfermedades del aparato circulatorio,2014,55-74,F,9477.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,55-74,F,2224.0
Enfermedades del aparato circulatorio,2010,55-74,F,9965.0
Enfermedades de la piel y del tejido subcutáneo ,2019,55-74,M,396.0
Tumores ,2021,55-74,F,13472.0
Enfermedades del aparato respiratorio,2018,55-74,M,9530.0
Enfermedades del sistema genitourinario ,2016,55-74,M,2053.0
Enfermedades del aparato respiratorio,2014,55-74,M,8053.0
Enfermedades del sistema genitourinario ,2009,55-74,F,1062.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2022,55-74,F,2911.0
Accidentes y causas externas,2006,55-74,M,2785.0
Tumores ,2019,55-74,,97.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2005,55-74,F,2221.0
Enfermedades del aparato digestivo,2020,55-74,M,4256.0
Enfermedades de la piel y del tejido subcutáneo ,2013,55-74,M,180.0
Tumores ,2006,55-74,M,15956.0
Enfermedades infecciosas y parasitarias ,2016,55-74,M,2474.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2021,55-74,F,507.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2021,55-74,M,3112.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2016,55-74,M,4086.0
Enfermedades del aparato respiratorio,2015,55-74,M,8533.0
Enfermedades del aparato respiratorio,2010,55-74,M,7699.0
Enfermedades de la piel y del tejido subcutáneo ,2022,55-74,M,465.0
Enfermedades del aparato digestivo,2009,55-74,F,1644.0
Enfermedades infecciosas y parasitarias ,2014,55-74,F,1833.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2009,55-74,M,544.0
Enfermedades de la piel y del tejido subcutáneo ,2005,55-74,M,126.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2021,55-74,,20.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,55-74,F,2546.0
Enfermedades infecciosas y parasitarias ,2009,55-74,M,2328.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2021,55-74,M,134.0
Trastornos mentales,2013,55-74,M,376.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2019,55-74,M,34.0
Enfermedades infecciosas y parasitarias ,2010,55-74,F,1778.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2018,55-74,F,177.0
Enfermedades de la piel y del tejido subcutáneo ,2017,55-74,M,380.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2010,55-74,F,134.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2015,55-74,F,149.0
Enfermedades infecciosas y parasitarias ,2015,55-74,F,1753.0
Enfermedades infecciosas y parasitarias ,2018,75+,F,4025.0
Enfermedades infecciosas y parasitarias ,2015,75+,F,3835.0
Enfermedades infecciosas y parasitarias ,2016,75+,M,2640.0
Enfermedades del aparato circulatorio,2020,75+,F,35722.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2011,75+,F,3426.0
Tumores ,2011,75+,F,11420.0
Enfermedades del aparato digestivo,2021,75+,M,2950.0
Enfermedades del aparato circulatorio,2020,75+,M,24624.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2016,75+,M,2850.0
Accidentes y causas externas,2011,75+,M,1303.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2007,75+,F,3615.0
